latency,mean,sem,50_percentile,75_percentile,90_percentile,95_percentile
148,0.0022131760733428408,0.0004568409989131432,0.00017321871387463252,0.0007670367818530314,0.0028097790120719516,0.00587975562465155
150,0.002234055250395266,0.0004568782128742513,0.00017695725776244,0.0007834101271020077,0.0028818818136342973,0.006019225987315656
152,0.0022567812431274993,0.00045840317598617715,0.00018126112507994298,0.0007927100097497382,0.002898551012808636,0.006157948551994764
154,0.0022736046649543006,0.00045847936638705814,0.0001854786834652695,0.000803918221983808,0.0029402333084244596,0.006165185741493441
156,0.0022867629621147524,0.0004585016608403904,0.00018999781169374002,0.0008152873656991443,0.002991340560718272,0.006220442839379208
158,0.002333095773038541,0.0004594955885182527,0.000192955208119577,0.0008267054235056737,0.003050351946854069,0.0062945276625153744
160,0.0023451234326573017,0.00045952219964691507,0.0001964169450252035,0.000835280412132193,0.0030722601381680814,0.0063303039998800666
162,0.002365001388493936,0.00045964271516950935,0.00019998791807129048,0.000845454961593511,0.0030863981598190844,0.006385041370312164
164,0.0023873415306164903,0.000459763831528848,0.000203712798030192,0.0008555328157774606,0.0031018589003053145,0.006423271641986365
166,0.002396613260111401,0.0004597752658403466,0.00020708285243142198,0.000866367715216504,0.0031199841794028738,0.006488863238150167
168,0.002407201761840661,0.0004597985063541792,0.0002094669214094045,0.0008734893034288807,0.003145909813779502,0.0065036796099059505
170,0.0024275457645683346,0.00046002209318622196,0.00021394076475559,0.0008910943016772438,0.0031888704693662376,0.006523869617855204
172,0.0024445070771660668,0.00046007004213730746,0.00021722879472310002,0.0008990353312906742,0.0032239611888750276,0.006636555667394783
174,0.0024669467318020667,0.00046034726102108745,0.0002209709665010155,0.000905920343773937,0.0032540079139782674,0.0067047553433247226
176,0.0024756477049705963,0.00046035886203269556,0.0002247059262616095,0.000911488682587615,0.0032838770397250246,0.006710469652334489
178,0.002487094181121987,0.0004603710892333584,0.00022852283664712999,0.0009170128660395098,0.003315285282306714,0.006761573946167899
180,0.0024974730544521425,0.0004603821535160516,0.0002326121177884185,0.0009262709267178735,0.0033413062517084736,0.0068081807056187375
182,0.0025082590831459963,0.0004603961836879477,0.0002362508554292055,0.0009360097593827518,0.0034110535852367803,0.006827039426894401
184,0.002573005926086007,0.0004624338814709931,0.0002405639749522915,0.0009542686507497082,0.0034496006052367845,0.006894377459896739
186,0.0025911457103212367,0.0004624728533743875,0.0002449463684066485,0.0009731156641543354,0.0034911479315970994,0.007042453536152701
188,0.0026086631553558478,0.0004625244370241732,0.0002482597577355505,0.0009828357567654039,0.003540244504438394,0.007086541538921105
190,0.00263231598988789,0.0004627735485033013,0.0002501695107438005,0.0009969967748167997,0.0035827352136753848,0.007149514087420244
192,0.0026434537097533768,0.00046278035074268277,0.0002533598297727525,0.0010170200524731545,0.0036135481071141494,0.007281323215270508
194,0.0026551871292079428,0.0004627959009898249,0.0002580714546594435,0.0010271465465223066,0.0036334533790486944,0.007380165278735055
196,0.0026776396177330877,0.00046293023129690303,0.000260950095281591,0.0010415732093275842,0.0036504385970439245,0.007429099797530334
198,0.002698070003707641,0.0004630079073615126,0.0002633456997453185,0.0010504313370112697,0.003718115193426667,0.007536435722170049
200,0.0027273756998179807,0.00046330695623368514,0.00026683896730893253,0.00105805251232194,0.003734273590651336,0.00755496743790921
202,0.002756854732796787,0.00046360086453823245,0.000272218244841277,0.0010746178298158937,0.0037896530563287004,0.007605574205720385
204,0.0027754005433267537,0.00046387362156649755,0.0002749033406090605,0.001082241204846848,0.003845755524602487,0.007720512021582843
206,0.00279997209691588,0.0004649678169257279,0.00027990587391915796,0.001084209132383749,0.0038969667742246887,0.0078005508273859365
208,0.00281898450692496,0.00046505415993127526,0.0002842791770680885,0.0010969097449185755,0.003962876877169836,0.00792574970677148
210,0.0028280772624617624,0.0004650837093034362,0.00028703306629571253,0.0011121316670823476,0.003968475627767839,0.007927210295600506
212,0.002841775370752837,0.00046510557717988613,0.0002925782896015765,0.0011192827568744816,0.003997522609644648,0.008033862505883737
214,0.002856528907436803,0.0004651872350447875,0.0002973392255224825,0.00113130881369754,0.004013999089001503,0.008120031958761367
216,0.0028949217661340667,0.00046566692585781055,0.0003007564812540005,0.0011480862089645167,0.004078413541984113,0.008175339538836625
218,0.0029113090023606724,0.00046576372999219463,0.0003039767204585445,0.0011591312593205551,0.004098574306931378,0.008182760724188961
220,0.0029296102690340073,0.0004658864283461257,0.00030818259956986397,0.001171458875170128,0.004108058335047591,0.008286618324293685
222,0.002951278989586571,0.0004663886463693054,0.0003132058344281865,0.0011856022962404744,0.004127451038137746,0.008407871449891888
224,0.0029839196965866692,0.00046753548330330156,0.000317897320287734,0.0011969702210219574,0.004161957261840478,0.008467897981692672
226,0.0029979171395521347,0.00046760030558272854,0.0003209864914192415,0.001205426439064857,0.004256246941405409,0.008582898585146121
228,0.0030155143152493986,0.00046763868481179883,0.000325291062075581,0.0012212308500928668,0.0042857448178220655,0.008737468794129831
230,0.0030245554297621963,0.000467652104058173,0.00032973495953377897,0.001231300399636485,0.004353536151603535,0.008782735870589562
232,0.003037521774098794,0.00046771726022960163,0.000334655681287391,0.0012414668619635805,0.004374405233113871,0.008871652202508198
234,0.0030515242678246525,0.0004677459268131141,0.000340038590857946,0.001257675022297986,0.004399906669179465,0.00894312942734155
236,0.0030776438145223984,0.00046794406051293215,0.000343135137567352,0.0012643601056544077,0.004438238665164867,0.009020924684250755
238,0.0030880753369147912,0.00046795632984526927,0.000348406676696073,0.0012754457833078292,0.004480386527268114,0.009101742456093251
240,0.0031203375370827827,0.00046999073716310876,0.00035136343403646903,0.0012921194256291534,0.004505087461289909,0.009197590822564645
242,0.0031393549657609695,0.0004700749601188485,0.00035622068586324,0.0013065897732240763,0.004577569157844454,0.009271939059705941
244,0.0031613009955359928,0.0004720402583664101,0.00036186009627665547,0.0013207425851061777,0.004591920816361622,0.009304856743732541
246,0.0031756045121377158,0.00047206796015400595,0.0003664325617619995,0.0013237770479982865,0.004598185797397268,0.009416165823385328
248,0.003204498410293235,0.000472335450532132,0.000370683211198141,0.0013386789612286356,0.0046637423238960795,0.009551968974584366
250,0.003218601333783257,0.0004724192741488259,0.0003743514639192575,0.0013465990225827412,0.0046912801516309985,0.009574762237628417
