latency,mean,sem,50_percentile,75_percentile,90_percentile,95_percentile
0,-0.00029731692803798896,3.8569583538004074e-05,0.0,0.0,0.0,0.0
2,0.000190653015017846,2.700060150101698e-05,0.0,0.0,3.917387445181616e-05,0.0003928702068922836
4,0.0002770791597544806,2.907445795367704e-05,0.0,0.0,0.00023566618569977673,0.0009630761667897589
6,0.00039145314069278934,4.13453974925863e-05,0.0,1.680454955354125e-05,0.00045436560461351185,0.0014194414945047687
8,0.0004888020578398361,4.491702757865476e-05,0.0,5.5593896198325e-05,0.0006614860449521189,0.0017194553821535414
10,0.0005419781947623006,4.5317330049429464e-05,0.0,0.00010113763302840975,0.0008262179720035217,0.0019537295594129517
12,0.0006443153278815985,5.576555520071697e-05,0.0,0.00013987595964852799,0.0009981799218937181,0.002254808026051093
14,0.0007311140375959952,6.148294402991102e-05,9.89487006606e-07,0.00018782832867650102,0.0011764438198978624,0.0024984531836715704
16,0.0007763749422646423,6.187696108390983e-05,4.274895244912e-06,0.00022319102909210774,0.0013072717280250162,0.002672208036181424
18,0.0009114919624222379,0.00011814166121983584,9.670955999999999e-06,0.000257656097165806,0.001418608400895292,0.0028805165335072983
20,0.0009720148791683496,0.00011876900349808487,1.6215306187000003e-05,0.0002951825796900145,0.0014991826691338958,0.003071915011192283
22,0.000999928151303597,0.00011886553358903717,2.2292674242809502e-05,0.000328490504738448,0.0015715105002872657,0.0031932431056772162
24,0.0026030727611207013,0.0015627536023099394,2.9258502436526998e-05,0.00035449808450678023,0.001631317906363277,0.0034099666206387066
26,0.0030976816743570053,0.0016439173416571639,3.5473606296075496e-05,0.00038132829510651253,0.0016693307857634865,0.0035145356629954316
28,0.003336706863132605,0.0016586848991272086,4.1852758894287505e-05,0.00040721185129028126,0.0017388642680191385,0.0036500798010422413
30,0.0033518237633877947,0.0016586850199202094,4.2907091528741e-05,0.00042300255857516525,0.001776734344939164,0.003758576183469037
32,0.003371756931368607,0.00165869435734053,4.8226982611772e-05,0.000439648433214432,0.0018195381558716475,0.0038157668603666117
34,0.003390912697049752,0.0016586986660636625,5.3265514334353996e-05,0.0004578031102814992,0.0018737184854592968,0.0038560370309710015
36,0.003431405069639299,0.0016587985724732272,5.8936742455454e-05,0.00047410795499999996,0.0019163251351971774,0.003935463361841543
38,0.0034652188361064254,0.001658848564465388,6.510071199516851e-05,0.0004994861639837045,0.0019844356029589017,0.004005776230465811
40,0.0035266182442914734,0.0016592431119502482,7.1222716135206e-05,0.0005217255275488093,0.0020540064843099343,0.004142934961029
42,0.0035540242695534844,0.0016592605813875955,7.6018904753931e-05,0.000541955391729394,0.0021061021186100396,0.004244234145905846
44,0.003590066318011331,0.0016593513577563609,8.1327632006181e-05,0.0005588807235462505,0.0021418706562278417,0.004337230853836738
46,0.0036096174614223954,0.0016593561730194341,8.5111624221456e-05,0.0005777086756335545,0.002221977514585641,0.004432550387550975
48,0.003626003633605991,0.0016593616789128852,8.889738959706701e-05,0.000591774571228013,0.00225028724978073,0.004489739786333692
50,0.0036504754381828618,0.0016593646780761466,9.3289270459984e-05,0.0006137289659824335,0.002321680212512854,0.004657828272147795
52,0.003667555353884542,0.0016593678378957674,9.7086407339436e-05,0.0006288108503597675,0.0023460128669445216,0.004755629737004621
54,0.0036889511113787988,0.0016593746929356398,0.0001007111062313875,0.00064602736181126,0.0023931006191381466,0.00482188248583499
56,0.0037003808670329676,0.001659378681494711,0.0001063452144136315,0.0006544366968079113,0.002419220727118608,0.004857578806440195
58,0.00372160986591728,0.001659400957512567,0.0001088917719578295,0.0006665843219802475,0.00243594540319405,0.004919935180011419
60,0.0037364601665453205,0.0016594111010652828,0.00011273823409432951,0.0006795529833115216,0.002451586207714459,0.004963662939753471
62,0.0037474571293062567,0.0016594146097785043,0.00011830204309227501,0.0006917801988175897,0.0024645757359945774,0.005001035180875314
64,0.0037777348446858846,0.0016594753731867693,0.00012194614796713499,0.0007112221244582322,0.0025088158092982193,0.005020193773322612
66,0.003979822118038836,0.0018351319165159593,0.0001245397484665,0.0007295872145610172,0.002540575966044075,0.005050484187003166
68,0.004095018516077888,0.0018367850884408493,0.000129040706229549,0.000738919789387295,0.002573648611244125,0.005131092157432033
70,0.004120431724217786,0.0018368172545767394,0.00013,0.0007503836701448,0.0026060172351171913,0.005192894159848907
